position_id,ticker,strike,expiry,account,position_isOpen,lot_id,lot_isOpen,lot_buyDate,lot_contracts,lot_costBasis,flag
3DAxgL7Ne7HcQgC72g7B,CRWD,500,2028-01-21,IRA ROTH,false,yMshcURCux1IGDIAayu4,false,2026-05-27,1,26175.67,OK
3PptyERzVtAtP1n63zEY,BE,245,2026-06-18,IRA,false,QsIGJFKN08B88oXrCiAP,false,2026-05-22,1,7075.67,OK
3UZeSbfPBkdSrRkv3sKX,AMD,320,2028-01-21,IRA,false,CyRYSix0LrLw5W6Yg22S,false,2026-05-07,1,18630.025,OK
3UZeSbfPBkdSrRkv3sKX,AMD,320,2028-01-21,IRA,false,TqxcM6e8Sq7ZTQVO1xay,false,2026-05-07,1,18630.025,OK
3V9lz9orqSREsTG27lnm,NTNX,40,2028-01-21,IRA,true,6iubqI3sRotJD3AJcn12,true,2026-06-11,1,1875.67,OK
3a7i1MIcRx4cmA27P223,FSLY,20,2028-01-21,IRA,true,tqpQU34nueeS68AzT4FF,true,2026-05-07,2,2166.05,OK
3j0kbD3cS8ILDMKXJpXZ,WDC,210,2027-01-15,Margin,false,kOcvJdIUpAxbyKMH1u7b,false,2/11/2026,1,10868.02,OK
3j0kbD3cS8ILDMKXJpXZ,WDC,210,2027-01-15,Margin,false,rzt77DZOUGyHdxY7YtZk,false,3/3/2026,1,9375.02,OK
4C4cz0y9Q3yHyxh7GBtk,COHR,290,2028-01-21,IRA ROTH,false,9IufdqAU8EVfsq3xLoiA,false,2026-05-29,1,17228.67,OK
4Cd90bccSRCplmVMCLl6,CRM,140,2028-01-21,IRA,true,4gaQntZYtcbBFnvfopRo,true,2026-04-30,1,6200.02,OK
4EWwtX2uNREDQbMy9L4W,MDB,280,2028-01-21,IRA,true,LMt0OvLLPxQrBoEJpOmk,true,2026-06-03,1,17085.67,OK
4I8aNqqwByjZsUjToiwR,FSLY,15,2028-01-21,IRA,true,B6laGqEtlWbn6osSe1wy,true,2026-05-12,10,10446.72,OK
4OS2j652ENL7tf85mRJB,EWY,120,2028-01-21,IRA,false,olLE3LwhslcgHArgedyU,false,2026-06-05,1,8265.67,OK
4YGnGR9sIOa869RkKKcr,TSM,300,2028-01-21,IRA,false,t2ls9fr7NPSvYkaYHaPU,false,2026-04-30,1,14575.02,OK
4e8om4hajSCC4EEPpAmx,EWY,120,2028-01-21,IRA,false,6anGvstx2fP6ego3kreJ,false,2026-05-19,1,6926.67,OK
4t6EKGRHAUTcBLnXDSnL,FSLY,20,2028-01-21,IRA ROTH,true,nJFk6QqHsWS5X8sBLCFR,true,2026-05-07,1,1070.02,OK
4wOdi24fjfKq5Et0Thgt,MRVL,60,2027-01-15,IRA,false,ZP1CXjBAQPxEVxuPJsPQ,false,2026-03-30,1,3470.67,OK
5Db7Tu0MvR3PZ8P6oibV,NOW,75,2028-01-21,IRA,true,PT50ZVhzH3sAb1AoZX3H,true,2026-06-12,1,4656.67,OK
5EyrRqSD85suie94rHMx,BE,220,2028-01-21,IRA,true,dFJxxI3wGn6owMyrlQOO,true,2026-05-18,1,13948.67,OK
5GqNYQ4io9cNW8iFXXRT,ARM,250,2028-01-21,IRA ROTH,false,J4xUvXFbnshpcXspQaHW,false,2026-06-09,1,16525.67,OK
5HGZ3xffQrvfwOSr1Foy,ANET,115,2028-01-21,IRA ROTH,true,KR5BRdIn2GtZ7R7mcuo0,true,2026-05-06,1,6032.02,OK
5HGZ3xffQrvfwOSr1Foy,ANET,115,2028-01-21,IRA ROTH,true,wlgRQVEzTWLmXj8Z2uPI,true,2026-05-06,3,17556,OK
5HGZ3xffQrvfwOSr1Foy,ANET,115,2028-01-21,IRA ROTH,true,y7ZCNzbPD7rECJUGD9RV,true,2026-05-06,1,5574.02,OK
5Ly6O2dOsLABoOI4oUxH,LULU,95,2028-01-21,IRA,false,GK0gxm1OAI35tkafiz3X,false,2026-05-12,1,5123.67,OK
5deZRMYx0vKWKzEYhP0X,VRT,230,2028-01-21,DI Ind.,false,685bm6r6S0sCwvr6MGj3,false,2026-04-28,1,13300.67,OK
5qZ611eUZUdDB4EkbS1N,P,60,2028-01-21,IRA,true,1JyFxgwhmo2HTBrwnsmm,true,2026-05-28,1,3032.67,OK
5tfzbEUB64C5j4mDPvhp,NET,210,2028-01-21,IRA ROTH,true,P48Trqs0xTafABraRxxb,true,2026-06-04,1,12285.67,OK
5wlM8oUwFZmRXfg3GkbV,RDDT,130,2028-01-21,IRA,true,pTKdDo9A19BwHy6KyrfK,true,2026-06-02,1,7993.67,OK
64xya7HEVoWkgSEJdOaJ,ARM,155,2028-01-21,IRA,false,ztxLaQZBAWoQup1LtYRx,false,2026-05-15,1,10400.67,OK
66zzZsySvh52PDrNVKMi,LMND,45,2028-01-21,IRA,true,NlZLtriUKFAbfuo9sQtg,true,2026-06-03,1,2588.67,OK
6AsLlEWREXuLMhRSGU8r,NBIS,190,2028-01-21,IRA,true,YGWfjYdUOwLNfWmYzgza,true,2026-06-05,1,12215.67,OK
6Ast5cric0AqDuoBRKXt,ARM,250,2028-01-21,IRA,false,nUuCscbvTmwsOvS7JpId,false,2026-05-27,1,14475.67,OK
6D9ZiOybwCufoOCy1yU5,P,60,2028-01-21,IRA,true,7fKNft5wFi7K3t23hNgb,true,2026-05-28,1,3195.67,OK
6GvsdV2Dinz7c8pvCpOn,MRVL,120,2028-01-21,DI Ind.,false,gvERwVSnzeyVrTE1poba,false,2026-04-28,1,6803.67,OK
6KG4UXjBZK7LLrQ0Fb9Q,RDW,17,2028-01-21,IRA,true,kcQIlBFJMParS5Vjivrl,true,2026-06-12,5,4213.36,OK
6WCP7bse4ygj0XfRbcSU,NVDA,165,2028-01-21,IRA ROTH,true,odeJ9sx8Q3T9sjr7vuOs,true,2026-05-07,3,23775.07,OK
6c9HOztpdtC3fjRYpa4I,AVAV,145,2028-01-21,IRA ROTH,true,MrjbXBIliKL8W8J7D2fo,true,2026-06-03,1,9650.67,OK
6j6gxgO979S7sBbq78Gs,MRVL,55,2027-01-15,Margin,false,JlegOh4lVNA9OJcZkBvT,false,2/5/2026,1,2500.02,OK
6n5rtyOK6iB3mY8vM931,COHR,280,2028-01-21,IRA,false,gFsQ7LYo5UGsXBHPSi3J,false,2026-05-19,1,17350.67,OK
7H4QCqcW3tEgLpPLfDO1,NBIS,200,2028-01-21,IRA,true,JxRbQ6EHRMwzDY3RGrmL,true,2026-06-05,1,12000.67,OK
7HaFT22uAXKQ52D6WIWI,NOW,70,2028-01-21,IRA,true,RNdUAjBXxayMsXGlND4u,true,2026-05-01,1,3910.02,OK
7LjbuIXAT1r0jnIizE4J,WDAY,90,2028-01-21,Margin,false,vk9pLzm7Z4YFlriUBS9f,false,2026-04-23,1,4970.67,OK
7VcHDDqP5ViPToxhlxQa,AMAT,300,2028-01-21,IRA,false,WaBm7nyE1N0EwDa50TyW,false,2026-05-01,1,16100.02,OK
7vUlMF4jRwIhu3cEhqTk,NOW,65,2028-01-21,IRA,false,0mLPVCI9l4qjr7ZdbUPD,false,2026-04-23,1,3637.67,OK
7vUlMF4jRwIhu3cEhqTk,NOW,65,2028-01-21,IRA,false,VqeUqupdO9dDvjZLpjvq,false,2026-04-23,1,3967.67,OK
885uogLjcwb4nrFHt8Vx,AMD,350,2028-01-21,IRA,true,b8NeVV9J0SK5HUzsta94,true,2026-06-05,1,22100.67,OK
8BQVgp1XRIxSaRf8lHXG,TSLA,240,2027-01-15,IRA,false,Hjwn3QqE5GDBYXIpoA7P,false,2026-03-30,1,13358.336666666668,OK
8BQVgp1XRIxSaRf8lHXG,TSLA,240,2027-01-15,IRA,false,RQ0LwIUTUcBAULkEBb0u,false,2026-03-30,1,13358.336666666668,OK
8BQVgp1XRIxSaRf8lHXG,TSLA,240,2027-01-15,IRA,false,chlZ1Ovw0ooEQtyaEs9r,false,2026-03-30,1,13358.336666666666,OK
8F61hLdHA6spRg00Pnph,PWR,580,2028-01-21,IRA,true,BFvXyD7t0WExrY4HsCdc,true,2026-05-12,1,29750.67,OK
8InTmp7ScRcSEuymWPwl,APLD,40,2028-01-21,IRA ROTH,true,Io2ljQKdho48Tl01vuiJ,true,2026-05-29,1,2496.67,OK
8OKwBydKrNSR1IWxGvIl,FSLY,20,2028-01-21,IRA,true,GBFGHelXsPPOnTbmSox7,true,2026-05-07,1,1095.02,OK
8U6jsAnCRsAISS9qrtis,LMND,45,2028-01-21,IRA,false,we7kbbE2wq5f7zcqibdB,false,2026-04-29,2,5667.35,OK
8iqw1fowb50bK0mAujwz,AMD,310,2028-01-21,IRA ROTH,false,VU6XPIeydgWbvZxiLTnF,false,2026-05-07,1,18642.02,OK
8u2X3cdY6RZPlGIHewuc,SMCI,30,2028-01-21,DI IRA,true,uDzala66V9RxtcadcOPI,true,2026-06-10,1,1597.67,OK
8zMkYMhk4gritmoTmqqT,CVS,62.5,2028-01-21,IRA,false,1EgaEayohXPSVWuLbw5h,false,2026-04-29,1,2491.6720000000005,OK
8zMkYMhk4gritmoTmqqT,CVS,62.5,2028-01-21,IRA,false,AcxaiSaswmkQoqFhrQUK,false,2026-04-29,1,2491.6720000000005,OK
8zMkYMhk4gritmoTmqqT,CVS,62.5,2028-01-21,IRA,false,Svx0fDqDLkvdS3ptkBTh,false,2026-04-29,1,2491.672000000001,OK
8zMkYMhk4gritmoTmqqT,CVS,62.5,2028-01-21,IRA,false,TYZ4JPoTxMCW81wO1FzS,false,2026-04-29,1,2491.672000000001,OK
8zMkYMhk4gritmoTmqqT,CVS,62.5,2028-01-21,IRA,false,qLsSbpISnCMA3aR8STNu,false,2026-04-29,1,2491.6720000000005,OK
8zMkYMhk4gritmoTmqqT,CVS,62.5,2028-01-21,IRA,false,ywF2yF46vo4sMaKDjyOo,false,2026-04-29,1,2491.6720000000005,OK
8zknvjFeFP5CUw5KUr9d,EWY,125,2028-01-21,IRA,false,rydvfs7jWJKRNdG2KTnv,false,2026-05-12,1,7380.67,OK
9EyVEi7QFkZLwo6esvD8,PANW,135,2028-01-21,IRA ROTH,false,KLMDX1EGDuEQHiwTnG7p,false,2026-04-23,1,6550.67,OK
9EyVEi7QFkZLwo6esvD8,PANW,135,2028-01-21,IRA ROTH,false,vZSq5PYQx3EkExjflx9V,false,2026-04-24,1,6628.67,OK
9HaFR6QJIbBbqNTXZxhN,PLTR,105,2028-01-21,IRA,true,MVz5HPnJclNzGyHEwaN9,true,2026-05-05,1,5625.02,OK
9HaFR6QJIbBbqNTXZxhN,PLTR,105,2028-01-21,IRA,true,oIGiku7Ggfkh3XCc0gNJ,true,2026-05-05,1,5625.02,OK
9IPOY0pD5sY2V0rIXQNn,AMZN,210,2028-01-21,IRA,true,6ipiT7ouGGbCY63xGRHN,true,2026-05-19,1,8188.67,OK
9MSlKqYrwzoGERVDUezG,IREN,50,2028-01-21,IRA,true,Bj6XNgBNpSVf84vuPYVs,true,2026-06-05,1,3130.67,OK
9MqFZfdPqj9bzQ4SSYEA,DELL,175,2028-01-21,IRA,false,cy50JLbX6SpVxuqz8EIq,false,2026-05-01,1,7725.02,OK
9XLQm4AZ3cy2K1F477Cj,ADBE,160,2028-01-21,IRA,true,rqD5rUKaXDv62DNxbCwk,true,2026-06-12,1,7600.67,OK
9aEqGfAYBxyfeeEphJVs,ANET,115,2028-01-21,IRA ROTH,true,PQYrtwaxYnomecMotj0j,true,2026-06-04,1,7790.67,OK
9d1h8kUjYOpoMU6vbQBO,RDDT,115,2028-01-21,DI Ind.,false,O92WfQmjVKZ76sM6AKa6,false,2026-04-28,1,6987.67,OK
9rqWibsumbwuKJAHQ60A,ARM,160,2028-01-21,IRA ROTH,false,l0LDuixGxro0ruFBpTS2,false,2026-05-07,1,9768.02,OK
9sduhdRwU0RuU680sl0I,HIMS,25,2028-01-21,IRA ROTH,false,S6LAMGMRiUbAtnevvHQH,false,2026-04-29,5,6473.37,OK
9wmO3X1LoPGzzR96fFtF,AMD,150,2027-01-15,Margin,false,W0P81P8jwEXRiZ2Oze6X,false,3/3/2026,1,6310.02,OK
9wmO3X1LoPGzzR96fFtF,AMD,150,2027-01-15,Margin,false,lNxJMNcUNX4MQx54tTyX,false,2/5/2026,1,6684.02,OK
ALKIPqewDO8GTm4TTLUX,BE,190,2028-01-21,IRA,false,SAFXz74FAyaKdeBRhMRe,false,2026-04-30,1,15700.02,OK
AUbSzaIOMy8h0Lq9874P,ARM,177.2,2026-05-15,IRA,false,4tVfwdEkzGrSfLX8k2FA,false,2026-04-23,1,3788.67,OK
AYHSQ3XvkvTIXIvgJpDn,NET,150,2028-01-21,IRA,false,eQTDJGBBe0vuVWamOiEq,false,2026-05-15,1,8926.67,OK
AgM8L3ExVZZZ3cJYSExT,NFLX,75,2028-01-21,IRA ROTH,true,3ydT23gTP9CJBp33SdXQ,true,2026-04-27,2,6117.34,OK
AzAfDGecwpdkmi3YDrRV,CEG,230,2027-01-15,IRA,false,Sr1HboqRiUSg1rtQhFVO,false,2026-04-18,1,9005.67,OK
AzAfDGecwpdkmi3YDrRV,CEG,230,2027-01-15,IRA,false,aZgLHH015UcrBZ4k45di,false,2026-04-18,1,9185.67,OK
AzAfDGecwpdkmi3YDrRV,CEG,230,2027-01-15,IRA,false,s2mqJrW6IWiTEW3Pwf1k,false,2026-04-21,1,7860.67,OK
BBNfLspCJf7xkyrdIXpo,WDAY,105,2028-01-21,IRA ROTH,true,z7ni3ZKcHYFP0AxMqxa6,true,2026-05-19,1,5290.67,OK
BHOqyKz4Q9gzDHAMSm0E,SMCI,28,2028-01-21,IRA,true,RIp124zUseLZcARURx1R,true,2026-06-10,1,1660.67,OK
BTvynotC0ghakkKnAvNK,AVGO,320,2028-01-21,IRA,true,dtFas25t20QlJwPa8XiQ,true,2026-04-28,1,14556.67,OK
BgLol9WdT2bJHpycaj4a,MU,530,2028-01-21,IRA,false,eac21iyyPUW6Tf3BaLyh,false,2026-05-18,1,32413.67,OK
BgwmqMcAUN52lrcdXRvq,NET,120,2027-01-15,IRA,false,tuCC20hZ00wBfImZl3eV,false,2026-02-23,1,5870.02,OK
BjNPIq3okZYG6DmaU375,AVGO,310,2028-01-21,IRA,true,gBHEWZAiK3pq5fff4YgJ,true,2026-05-07,1,16305.02,OK
Bkb8vkXdNiQ40rgddIHC,MU,570,2028-01-21,IRA,false,GiYZKaTXkeu6T1hAJWFt,false,2026-05-15,1,37057.67,OK
BskcVGLljciJ481nwmU9,STX,620,2028-01-21,Margin,false,OhMhaNxmVoEMvGcqxtuP,false,2026-05-12,1,38650.67,OK
BznjQ0uPym9sW944vXJM,RDDT,115,2028-01-21,IRA ROTH,false,LWuXgsytI02JmKfWGN13,false,2026-04-28,1,7027.67,OK
C5JJ4VEPvPuDojPiJYut,AVGO,300,2028-01-21,IRA ROTH,true,4I81gSDqcycTZIJjsEM8,true,2026-06-04,1,16410.67,OK
C5SePmRrJqmpotyIr5CR,ORCL,110,2027-01-15,IRA,false,IVTDoEB2q4W0SQbvvMdq,false,2026-02-23,1,4841.682500000001,OK
C5SePmRrJqmpotyIr5CR,ORCL,110,2027-01-15,IRA,false,JqBc3vLs8RdmSQDlTvqP,false,2026-02-04,1,4841.6825,OK
C5SePmRrJqmpotyIr5CR,ORCL,110,2027-01-15,IRA,false,WILfa2uqLEFQ2uMRf9Os,false,2026-02-20,1,4841.682500000001,OK
C5SePmRrJqmpotyIr5CR,ORCL,110,2027-01-15,IRA,false,kIpCWZQ6uWfWWWPl2OYl,false,2026-03-25,1,4841.6825,OK
C5SePmRrJqmpotyIr5CR,ORCL,110,2027-01-15,IRA,false,lRZlmBme5jHCT46tp12b,false,2026-04-10,1,4320.67,OK
C5SePmRrJqmpotyIr5CR,ORCL,110,2027-01-15,IRA,false,pXWx8fqiO68gLEuPijQ7,false,2026-04-09,1,4235,OK
C5ZtNxINkAncjVJJ8hIC,AMD,160,2027-01-15,Margin,false,jWLdFCcXf0ofZoktY16l,false,3/3/2026,1,5790.02,OK
C5ZtNxINkAncjVJJ8hIC,AMD,160,2027-01-15,Margin,false,qwsxZ6R1xn4TlKbaw2AK,false,2/4/2026,1,6774.02,OK
C7I5oq8H99ZeJGlL48pF,LMND,45,2028-01-21,IRA,false,rzC9jVXk1TTtFJ58OruK,false,2026-04-29,2,5527.34,OK
CMvDu1QdSYXOylchj2GX,NVDA,160,2028-01-21,DI Ind.,true,QlqERU18ri9SCmkIrmEX,true,2026-05-01,1,7140.67,OK
CSQuZytJkjXHKCdS50i6,WDAY,100,2028-01-21,IRA ROTH,true,zn0EotAOg1CcyjqdloXu,true,2026-06-02,1,6790.67,OK
CUuvcIbl9qWQaPzF88hX,SNOW,115,2028-01-21,IRA ROTH,false,fNdB5fDH86YsZo8kmBz5,false,2026-04-23,1,6184.67,OK
CUuvcIbl9qWQaPzF88hX,SNOW,115,2028-01-21,IRA ROTH,false,m6z0pGFcFnN9ZDCTdnIq,false,2026-04-24,1,5695.67,OK
CUuvcIbl9qWQaPzF88hX,SNOW,115,2028-01-21,IRA ROTH,false,nTCkcFjCfPOe8sa0hk7I,false,2026-04-24,1,5705.67,OK
CW5TAIXZHkQpGgNcLndR,CRWV,85,2028-01-21,IRA,true,98mXZ3r3fnXC1UOmzYyU,true,2026-05-12,1,5163.67,OK
CiJrWXIsq5pxlclny097,AMD,290,2028-01-21,IRA ROTH,false,J8UpkryMyxjFnVoGXLkc,false,2026-04-28,1,11740.67,OK
CjrTyxop45xcwt7RMVQy,MDB,240,2028-01-21,IRA ROTH,false,O0HkwKgLyeDi3EgeYNjc,false,2026-05-29,1,14125.67,OK
D9XnldruEQQxLuvPhY9v,EWY,125,2028-01-21,DI IRA,false,zvt3WM9kelfLbe0cXDVi,false,2026-06-05,1,8700.67,OK
DKpDnGu2X5plHNxp7isY,OKTA,60,2028-01-21,IRA,false,vmh9IZpxkZZo8DWhmogB,false,2026-04-29,2,6129.35,OK
DNOyJVVeIlVog3lRV5ru,FSLY,20,2028-01-21,IRA ROTH,true,gbUBgo1oEFph8If6N2HH,true,2026-05-07,1,1085.02,OK
DNSPGBzjEnqW7MeOMaMG,MDB,280,2028-01-21,IRA ROTH,true,oODYdoUrkgXgroduECy1,true,2026-06-03,1,17168.67,OK
DUooIKANYy6Pejxorbgy,INTC,90,2028-01-21,IRA ROTH,true,k2yNIKfvNSV8UaxiyxJJ,true,2026-05-12,1,5678.67,OK
DVjgcqGW57kpsmOSkyrh,STX,570,2028-01-21,IRA ROTH,false,3Kaq7oFLWE1euSHSdP1V,false,2026-05-07,1,36690.02,OK
DXLbdTMTsSQ0ZXSaks7d,GLW,150,2028-01-21,IRA,true,CbckagqhBqiXsT4RPavp,true,2026-05-15,1,9095.67,OK
Da7rxDmp9eJGkmsmcjKq,NET,120,2026-03-20,IRA,false,VKuNklPsWTh1Tcfw611C,false,2/23/2026,1,4239.02,OK
Da7rxDmp9eJGkmsmcjKq,NET,120,2026-03-20,IRA,false,ngQdQR2mR6LiznTZUUbw,true,2026-02-23,1,4239.02,STATUS_MISMATCH
Dts02OsypbYCe6KJTF5u,CRWV,80,2027-01-15,IRA,false,JVfpB0AAWf0ekSt85IdP,false,2026-04-21,1,5030.67,OK
Dts02OsypbYCe6KJTF5u,CRWV,80,2027-01-15,IRA,false,ZxAjWKlQtMOoNAvRwczo,false,2026-04-20,1,4803.67,OK
E6KfRPwQ8p7XFAmOIeG1,CRWD,500,2028-01-21,IRA,false,dYcTGE6bBQpwbnMRyF9m,false,2026-05-27,1,26150.67,OK
EAntOjRUBVd082KGZLOD,ARM,170,2028-01-21,IRA,false,k6IGdAc3U8Cw3oGwoKBz,false,2026-04-28,1,8350.67,OK
ECSIfmuB2c3a9n0CHkQH,PI,70,2026-12-18,IRA,false,rWplKgYjE6ATisxtiWf9,false,2026-04-02,1,4330.67,OK
EH4DKzt0vZ0AExwFWRTF,QCOM,175,2028-01-21,DI Ind.,true,eeOkoyI5f7jhsU2yJYD7,true,2026-05-27,1,9450.67,OK
EQcwke1PKu8aKka7Vwvs,HUBS,170,2028-01-21,IRA,true,irR8GlL5LQpXrdSqWpUu,true,2026-06-03,1,10600.67,OK
ESSh6ryRu8qse7edCADA,MRVL,110,2028-01-21,IRA,false,XwovopWDU9TH8jXm1xPA,false,2026-04-28,1,7346.67,OK
EZ4Tba1g1baLPrJI7jUR,CRWV,95,2028-01-21,IRA,true,C0UFR944IUvBvvFFoW9Y,true,2026-04-22,1,6220.67,OK
EZ4Tba1g1baLPrJI7jUR,CRWV,95,2028-01-21,IRA,true,R4zwsWEsO5elNTdMY9Tv,true,2026-04-24,1,4991.67,OK
EZ4Tba1g1baLPrJI7jUR,CRWV,95,2028-01-21,IRA,true,sYiW0kkqMFsHtjiyzaCT,true,2026-04-24,1,5310.67,OK
EoDxpB1W9t4FzLHehOJK,DELL,155,2028-01-21,IRA ROTH,false,cqibjXSDaZiI1JDodrxK,false,2026-04-29,1,8425.67,OK
Eq5DMB3QE3KxqKa62unl,AMAT,300,2028-01-21,IRA,false,3seIirvW4q3VpL3sOoXi,false,2026-04-28,1,15496.67,OK
EzDZ3ScNMLlupK1F5cgX,AMAT,300,2028-01-21,DI Ind.,false,bfavCVcafNr5Co8NNZVl,false,2026-04-27,1,16700.67,OK
F4uhx1LihYsxTnaJzxrF,QCOM,170,2028-01-21,IRA ROTH,true,hQ8Ei1qf2WwD6OqjPs2x,true,2026-05-27,1,9938.67,OK
F8kWUp3ZvsYJutA0bwxX,ARM,170,2028-01-21,IRA ROTH,false,C0Xs2fPIVWjkIE7bxUZx,false,2026-04-27,1,9266.67,OK
F8kWUp3ZvsYJutA0bwxX,ARM,170,2028-01-21,IRA ROTH,false,dvCFHZ9kD3FCx9ez9R3y,false,2026-04-27,1,9303.67,OK
F9oaa8RxmnzxPrdOKkMn,COHR,250,2028-01-21,IRA,false,2SLj1bg1M3T3zLL6Q9xf,false,2026-05-07,1,15175.02,OK
FFCQrYQQKFIt2UeDn7tD,IREN,45,2028-01-21,IRA,true,W04NdH9MAaKiE1dZQLYM,true,2026-06-05,1,2966.67,OK
FLv0eEXI3MdkBPcBuAAW,NOW,65,2028-01-21,IRA,false,wjktC3VM8WbUCT3kUsgs,false,2026-04-29,1,3860.67,OK
FOAn6Z87QvIZibsgDLt9,FSLY,15,2027-01-15,IRA,false,PKxmaXdXRNVzhyMzNaK3,false,2026-04-10,1,1210,OK
FOAn6Z87QvIZibsgDLt9,FSLY,15,2027-01-15,IRA,false,g1jHmporSNXcM3x55a9p,false,2026-04-10,1,1210,OK
FSs2UEK8IVHWjoIPQahf,BE,190,2028-01-21,IRA,false,GWJ5aqK86O7WpO1EgmTu,false,2026-04-28,1,12090.67,OK
FUukrt9bT9V9XpwId4eO,SAP,150,2028-01-21,IRA,true,bfQZbbHV3jxYM3sBqhA6,true,2026-06-03,1,5854.67,OK
Fc11nVzENhUnmjJR8ORh,DELL,155,2028-01-21,IRA ROTH,false,V3Xg4LCu644Sctydgsva,false,2026-04-28,1,8545.67,OK
FdXE77sU6I1ITmTzVH6J,SHOP,105,2026-05-15,IRA ROTH,false,MhA6SYqPY3k841x4fKDT,false,2026-05-05,4,4180.09,OK
FdXE77sU6I1ITmTzVH6J,SHOP,105,2026-05-15,IRA ROTH,false,yRGdr1JWf33xfGZeZp8Z,false,2026-05-05,4,4180.09,OK
FhTsIJjH5RZgTBx2ANqI,SMCI,25,2027-01-15,Margin,false,WWASBDEv4kaylLpasxJ6,false,3/3/2026,1,1073.02,OK
FhTsIJjH5RZgTBx2ANqI,SMCI,25,2027-01-15,Margin,false,hGxaI7yby1ThNBUtKMiY,false,2/5/2026,1,1130.02,OK
